30,10,180,174,0.0,2.9388442039489746
30,50,180,177,0.0,2.724503755569458
30,250,180,144,0.0,2.3967652320861816
30,1000,180,61,0.0,1.475865125656128
300,10,1563,1555,0.0,4.57770299911499
300,50,1563,1509,0.0,4.065356016159058
300,250,1563,895,668.0,2.6265718936920166
300,1000,1563,155,1408.0,1.5306496620178223
