100,4,4,0.2,8,72,66,0.0,6.0,0.33011388778686523
100,4,4,0.2,32,80,54,0.0,26.0,0.3353409767150879
100,4,4,0.2,64,72,23,0.0,49.0,0.3713951110839844
100,4,4,0.5,8,216,199,0.0,17.0,0.8413140773773193
100,4,4,0.5,32,177,118,0.0,59.0,0.8445990085601807
100,4,4,0.5,64,187,65,0.0,122.0,0.8290469646453857
100,4,4,0.8,8,301,275,0.0,26.0,1.3798489570617676
100,4,4,0.8,32,308,202,0.0,106.0,1.4600419998168945
100,4,4,0.8,64,315,103,0.0,212.0,1.514864206314087
100,4,8,0.2,8,83,69,0.0,14.0,0.37167906761169434
100,4,8,0.2,32,79,52,0.0,27.0,0.3739910125732422
100,4,8,0.2,64,74,24,0.0,50.0,0.33145618438720703
100,4,8,0.5,8,190,174,0.0,16.0,0.8054399490356445
100,4,8,0.5,32,193,124,0.0,69.0,0.7640137672424316
100,4,8,0.5,64,200,60,0.0,140.0,0.820810079574585
100,4,8,0.8,8,313,290,0.0,23.0,1.2883100509643555
100,4,8,0.8,32,311,209,0.0,102.0,1.2473862171173096
100,4,8,0.8,64,303,106,0.0,197.0,1.218574047088623
100,4,16,0.2,8,85,78,0.0,7.0,0.31053590774536133
100,4,16,0.2,32,77,52,0.0,25.0,0.2766549587249756
100,4,16,0.2,64,86,33,0.0,53.0,0.3277108669281006
100,4,16,0.5,8,195,181,0.0,14.0,0.6942288875579834
100,4,16,0.5,32,187,127,0.0,60.0,0.7034380435943604
100,4,16,0.5,64,171,53,0.0,118.0,0.7104170322418213
100,4,16,0.8,8,301,276,0.0,25.0,1.1407029628753662
100,4,16,0.8,32,312,208,0.0,104.0,1.143320083618164
100,4,16,0.8,64,298,103,0.0,195.0,1.1386561393737793
100,8,4,0.2,8,73,64,0.0,9.0,0.3098170757293701
100,8,4,0.2,32,72,49,0.0,23.0,0.30375003814697266
100,8,4,0.2,64,80,29,0.0,51.0,0.3387749195098877
100,8,4,0.5,8,206,187,0.0,19.0,0.864922046661377
100,8,4,0.5,32,200,137,0.0,63.0,0.7775118350982666
100,8,4,0.5,64,192,65,0.0,127.0,0.7748908996582031
100,8,4,0.8,8,298,270,0.0,28.0,1.2505788803100586
100,8,4,0.8,32,306,206,0.0,100.0,1.2274847030639648
100,8,4,0.8,64,308,106,0.0,202.0,1.3078441619873047
100,8,8,0.2,8,144,132,0.0,12.0,0.31069493293762207
100,8,8,0.2,32,147,79,0.0,68.0,0.31879305839538574
100,8,8,0.2,64,148,41,0.0,107.0,0.3465540409088135
100,8,8,0.5,8,352,320,0.0,32.0,1.0036628246307373
100,8,8,0.5,32,363,237,0.0,126.0,0.8253071308135986
100,8,8,0.5,64,385,121,0.0,264.0,0.9171392917633057
100,8,8,0.8,8,583,533,0.0,50.0,1.7789371013641357
100,8,8,0.8,32,567,363,0.0,204.0,1.5987398624420166
100,8,8,0.8,64,594,179,0.0,415.0,1.5074989795684814
100,8,16,0.2,8,155,143,0.0,12.0,0.3244199752807617
100,8,16,0.2,32,146,89,0.0,57.0,0.2891719341278076
100,8,16,0.2,64,140,40,0.0,100.0,0.2863020896911621
100,8,16,0.5,8,381,339,0.0,42.0,0.7556638717651367
100,8,16,0.5,32,371,236,0.0,135.0,0.7461860179901123
100,8,16,0.5,64,355,112,0.0,243.0,0.7348308563232422
100,8,16,0.8,8,585,532,0.0,53.0,1.2296860218048096
100,8,16,0.8,32,578,378,0.0,200.0,1.1894307136535645
100,8,16,0.8,64,597,178,0.0,419.0,1.2376129627227783
100,16,4,0.2,8,75,65,0.0,10.0,0.2928156852722168
100,16,4,0.2,32,77,46,0.0,31.0,0.27953028678894043
100,16,4,0.2,64,85,30,0.0,55.0,0.27988290786743164
100,16,4,0.5,8,207,184,0.0,23.0,0.7678050994873047
